Sample,Plate,Well,Row,Col,Egg lay date,Egg lay period,Egg transfer (ET),Infection start date,Infection end date,Infection period,Infection start date - Egg lay date,No. vials made on that date,Yeast usage,Cage,Total flies collected on that date,3 cM,27 cM,Genotype (3 and 27 cM),7 cM,10.3 cM,12 cM,17 cM,Wasp primer melting temperature ,Wasp DNA amplified,8 cM,11 cM,10.7 cM,11.3 cM,11.6 cM,8.5 cM,9 cM,10 cM
1148,12,D12,D,12,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,12,E12,E,12,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,12,F12,F,12,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,12,G12,G,12,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,12,H12,H,12,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,13,A1,A,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,13,B1,B,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,13,C1,C,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,S,H,SH,S,S,S,H,74.7169342,N,NA,NA,NA,NA,NA,NA,NA,NA
1156,13,D1,D,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,13,E1,E,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,13,F1,F,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,13,H1,H,1,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,13,A2,A,2,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,13,B2,B,2,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,13,C2,C,2,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,13,D2,D,2,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,13,E2,E,2,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,13,H2,H,2,15-Feb,24 hours,15-Feb,17-Feb,18-Feb,1 day,2,22,"Plastic, no yeast",3,36,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,13,C3,C,3,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,13,D3,D,3,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,13,F3,F,3,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,13,B4,B,4,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,13,C4,C,4,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,13,F4,F,4,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,13,G4,G,4,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,13,A5,A,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,13,B5,B,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,13,D5,D,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,13,E5,E,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,13,F5,F,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,H,SH,H,H,H,H,78.14453888,Y,NA,NA,NA,NA,NA,NA,NA,NA
1191,13,G5,G,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,H,SH,S,H,H,H,80.08187866,N,S,NA,NA,NA,NA,S,NA,H
1192,13,H5,H,5,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,13,A6,A,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,S,HS,NA,NA,H,NA,78.129776,Y,NA,NA,NA,NA,NA,NA,NA,NA
1194,13,B6,B,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,13,C6,C,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,13,D6,D,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,13,E6,E,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,13,F6,F,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,13,G6,G,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,13,H6,H,6,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,13,A7,A,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,13,B7,B,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,13,C7,C,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,13,D7,D,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,13,F7,F,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,13,G7,G,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,13,H7,H,7,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,13,A8,A,8,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,13,B8,B,8,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,13,H8,H,8,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,13,A9,A,9,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,S,HS,NA,NA,H,NA,78.129776,Y,NA,NA,NA,NA,NA,NA,NA,NA
1218,13,B9,B,9,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,13,C9,C,9,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,H,SH,S,H,H,NA,74.56790924,N,S,NA,NA,NA,NA,H,NA,H
1220,13,D9,D,9,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,13,E9,E,9,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,13,F9,F,9,15-Feb,24 hours,15-Feb,18-Feb,19-Feb,1 day,3,19,"Plastic, no yeast",3,55,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,13,G9,G,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,13,C10,C,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,13,F10,F,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,NA,NA,S,NA,74.41888428,N,NA,NA,NA,NA,NA,NA,NA,NA
1232,13,H10,H,10,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,NA,NA,NA,NA,77.99551392,Y,NA,NA,NA,NA,NA,NA,NA,NA
1233,13,A11,A,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,13,C11,C,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,13,F11,F,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,13,H11,H,11,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,NA,H,NA,NA,74.99822235,N,NA,NA,NA,NA,NA,NA,NA,NA
1242,13,B12,B,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,13,E12,E,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,13,F12,F,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,S,S,H,78.29356384,Y,NA,NA,NA,NA,NA,NA,NA,NA
1247,13,G12,G,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,13,H12,H,12,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,H,H,NA,H,78.29356384,Y,NA,NA,NA,NA,NA,NA,NA,NA
1250,14,B1,B,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,14,D1,D,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,14,E1,E,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,14,F1,F,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,NA,H,H,81.70868683,N,NA,NA,NA,NA,NA,NA,NA,NA
1255,14,G1,G,1,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,14,B2,B,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,14,C2,C,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,14,D2,D,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,14,E2,E,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,14,F2,F,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,14,G2,G,2,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,NA,NA,H,78.42801666,Y,NA,NA,NA,NA,NA,NA,NA,NA
1266,14,B3,B,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,14,D3,D,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,14,E3,E,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,14,G3,G,3,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,14,B4,B,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,14,D4,D,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,14,H4,H,4,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,14,A5,A,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,14,B5,B,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,14,C5,C,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,14,F5,F,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,NA,H,H,75.29646301,N,NA,NA,NA,NA,NA,NA,NA,NA
1288,14,H5,H,5,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,14,A6,A,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,14,B6,B,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,78.74134827,Y,NA,NA,NA,NA,NA,NA,NA,NA
1291,14,C6,C,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,14,D6,D,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,NA,NA,S,NA,77.99551392,Y,NA,NA,NA,NA,NA,NA,NA,NA
1293,14,E6,E,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,14,F6,F,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,14,G6,G,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,14,H6,H,6,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,14,A7,A,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,NA,74.42054749,N,NA,NA,NA,NA,NA,NA,NA,NA
1298,14,B7,B,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,H,78.44335938,Y,NA,NA,NA,NA,NA,NA,NA,NA
1299,14,C7,C,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,14,D7,D,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,14,E7,E,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,H,NA,81.27423096,N,NA,NA,NA,NA,NA,NA,NA,NA
1302,14,F7,F,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,14,G7,G,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,H,H,S,S,74.42054749,N,NA,S,H,NA,NA,NA,NA,NA
1304,14,H7,H,7,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,14,A8,A,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,S,HS,S,S,S,S,74.5695343,N,NA,NA,NA,NA,NA,NA,NA,NA
1306,14,B8,B,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,H,SH,S,S,NA,H,73.52472687,N,NA,NA,NA,NA,NA,NA,NA,NA
1307,14,C8,C,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308,14,D8,D,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,14,E8,E,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1310,14,F8,F,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1311,14,G8,G,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,14,H8,H,8,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,14,A9,A,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,14,B9,B,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,14,C9,C,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,14,D9,D,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,14,E9,E,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1318,14,F9,F,9,17-Feb,24 hours,17-Feb,20-Feb,21-Feb,1 day,3,62,"Plastic, no yeast",3,328,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
