Stock,Replica,Treatment,Larva_No,Resistance_Phenotype,Egg_Transfer_Date,Infection_Date,Dissection_Date,Researcher,Comment
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),2,G486,16,Resistant,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),2,G486,17,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),2,G486,18,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),2,G486,19,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),2,G486,20,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,1,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,2,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,3,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,4,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,5,Resistant,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,6,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,7,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,8,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,9,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,10,Resistant,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,11,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,12,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,13,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,14,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,15,Resistant,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,16,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,17,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,18,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,19,Susceptible,2018_08_19,2018_08_21,2018_08_23,Simone,
C6_X(DGRP437)_II(DGRP437)_III(DGRP892),3,G486,20,Resistant,2018_08_19,2018_08_21,2018_08_23,Simone,
DGRP437,1,G486,1,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,2,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,3,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,4,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,5,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,6,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,8,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,9,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,10,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,12,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,13,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,14,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,15,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,18,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,1,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP437,2,G486,1,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,2,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,4,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,6,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,7,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,8,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,9,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,10,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,11,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,12,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,13,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,14,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,15,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,16,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,17,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,18,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,19,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,2,G486,20,NA,2018_09_22,2018_09_24,2018_09_26,Simone,Low_Infection_Rate
DGRP437,3,G486,1,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,2,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,3,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,4,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,5,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,6,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,7,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,8,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,9,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,10,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,11,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,12,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,13,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,14,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,15,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,16,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,17,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,18,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,19,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,3,G486,20,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,1,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,2,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,3,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,4,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,5,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,6,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,7,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,8,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,9,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,10,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,11,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,12,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,13,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,14,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,15,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,16,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,17,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,18,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,19,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,4,G486,20,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
DGRP437,5,G486,1,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,2,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,3,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,4,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,5,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,6,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,7,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,8,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,9,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,10,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,11,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,12,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,13,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,14,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,15,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,16,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,17,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,18,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,19,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,5,G486,20,NA,2018_09_22,2018_09_24,2018_09_26,Alex,No_Infection
DGRP437,6,G486,1,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,2,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,4,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,6,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,8,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,9,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,10,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,12,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,13,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,14,Resistant,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,15,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,18,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP437,6,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,1,G486,1,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,2,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,4,Resistant,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,6,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,8,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,9,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,10,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,12,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,13,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,14,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,15,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,18,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,1,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,1,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,2,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,4,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,6,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,8,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,9,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,10,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,12,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,13,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,14,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,15,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,18,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,2,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,1,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,2,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,4,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,6,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,8,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,9,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,10,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,12,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,13,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,14,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,15,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,18,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,3,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,1,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,2,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,4,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,6,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,8,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,9,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,10,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,12,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,13,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,14,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,15,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,18,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,4,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Simone,
DGRP892,5,G486,1,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,2,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,3,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,4,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,5,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,6,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,7,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,8,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,9,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,10,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,11,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,12,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,13,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,14,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,15,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,16,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,17,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,18,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,19,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,5,G486,20,NA,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,1,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,2,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,3,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,4,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,5,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,6,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,7,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,8,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,9,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,10,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,11,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,12,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,13,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,14,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,15,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,16,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,17,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,18,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,19,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
DGRP892,6,G486,20,Susceptible,2018_09_22,2018_09_24,2018_09_26,Alex,
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,1,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,2,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,3,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,4,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,5,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,6,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,7,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,8,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,9,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,10,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,11,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,12,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,13,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,14,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,15,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,16,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
C2_X(DGRP892)_II(DGRP437)_III(DGRP892),1,G486,17,NA,2018_09_22,2018_09_24,2018_09_26,Simone,No_Infection
