Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR204017,WGS,292,4707671888,SAMN00618845,3140000652,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062495,Illumina Genome Analyzer IIx,ZI265_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI265-HE,SRP006733
SRR204018,WGS,292,5753041816,SAMN00618846,3875746585,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062496,Illumina Genome Analyzer IIx,ZI190_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI190-HE,SRP006733
SRR204019,WGS,292,5231762540,SAMN00618847,3528603147,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062497,Illumina Genome Analyzer IIx,ZI379_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI379-HE,SRP006733
SRR210782,WGS,292,5106608712,SAMN00619082,3430418889,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063881,Illumina Genome Analyzer IIx,ZI373_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI373-HE,SRP006733
SRR210783,WGS,292,6202433320,SAMN00619083,4144761286,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063882,Illumina Genome Analyzer IIx,ZI263_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI263-HE,SRP006733
SRR210784,WGS,292,5701580612,SAMN00619084,3747932027,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063883,Illumina Genome Analyzer IIx,ZI255_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI255-HE,SRP006733
SRR210785,WGS,292,4848331208,SAMN00619085,3191948179,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063884,Illumina Genome Analyzer IIx,ZI380_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI380-HE,SRP006733
SRR210786,WGS,292,6172459520,SAMN00619086,4116344245,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063885,Illumina Genome Analyzer IIx,ZI273N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI273N-HE,SRP006733
SRR210787,WGS,292,4531882632,SAMN00619087,3046687889,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063886,Illumina Genome Analyzer IIx,ZI170_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI170-HE,SRP006733
SRR210788,WGS,292,7150499212,SAMN00619088,4810311003,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063887,Illumina Genome Analyzer IIx,ZI333_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI333-HE,SRP006733
SRR210789,WGS,292,6771277060,SAMN00619089,4579896399,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063888,Illumina Genome Analyzer IIx,ZI68_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI68-HE,SRP006733
SRR210790,WGS,292,5400816816,SAMN00619090,3642417781,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063889,Illumina Genome Analyzer IIx,ZI448_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI448-HE,SRP006733
SRR210792,WGS,292,5186391288,SAMN00619091,3481754994,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063891,Illumina Genome Analyzer IIx,ZI235_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI235-HE,SRP006733
SRR210794,WGS,292,6144664624,SAMN00619092,4101413732,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX063893,Illumina Genome Analyzer IIx,ZI176_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI176-HE,SRP006733
SRR371534,WGS,316,6385485312,SAMN00760271,4332014299,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX107053,Illumina Genome Analyzer IIx,ZI447_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI447-HE,SRP006733
SRR346920,WGS,316,4405916584,SAMN00727209,3055017007,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX098362,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI351-HE,SRP006733
SRR346932,WGS,316,4935107564,SAMN00727221,3380741355,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX098374,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI362-HE,SRP006733
SRR248127,WGS,292,3994328152,SAMN00622909,2724216853,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX071696,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI230-HE,SRP006733
SRR309274,WGS,316,3542151756,SAMN00668428,2401992095,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX083294,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-20T00:00:00Z,ZI453-HE,SRP006733
SRR309276,WGS,316,7476943308,SAMN00668430,4917303121,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX083296,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-20T00:00:00Z,ZI271-HE,SRP006733
SRR202084,WGS,292,3955079556,SAMN00264901,2569472150,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062059,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI225-HE,SRP006733
SRR094875,WGS,292,5450281616,SAMN00194132,3574593423,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX038971,Illumina Genome Analyzer II,ZI342_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI342-HE,SRP006733
SRR654551,WGS,316,6286685700,SAMN01832249,4179598163,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX212108,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI104-HE,SRP006733
SRR654553,WGS,316,6860904468,SAMN01908681,4636952394,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221144,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI167-HE,SRP006733
SRR654554,WGS,316,8825642684,SAMN01908682,5966716750,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221145,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI284-HE,SRP006733
SRR654556,WGS,316,6743811616,SAMN01908683,4480590453,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221146,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI431-HE,SRP006733
SRR654647,WGS,316,7072320792,SAMN01908684,4664861476,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221147,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI486-HE,SRP006733
SRR654648,WGS,316,5700551204,SAMN01908685,3845522508,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221148,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI491-HE,SRP006733
SRR654649,WGS,316,8283806964,SAMN01908686,5583814304,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221149,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI505-HE,SRP006733
SRR654662,WGS,316,7590801268,SAMN01908687,4999515969,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221151,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI114N-HE,SRP006733
SRR654664,WGS,316,5334377040,SAMN01908688,3490275958,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221152,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI118N-HE,SRP006733
SRR654669,WGS,316,7231860660,SAMN01908689,4723036616,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221153,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI185-HE,SRP006733
SRR654674,WGS,316,6483586564,SAMN01908690,4248218273,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221154,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI33-HE,SRP006733
SRR654676,WGS,316,7141284632,SAMN01908691,4708845317,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221155,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI352-HE,SRP006733
SRR654677,WGS,316,5447433624,SAMN01908692,3590488396,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221156,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI397N-HE,SRP006733
SRR654678,WGS,316,6273990400,SAMN01908693,4081880813,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221157,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI455N-HE,SRP006733
SRR654679,WGS,316,9326087460,SAMN01908694,6147561304,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX221158,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI514N-HE,SRP006733
SRR654680,WGS,316,2495456108,SAMN00264901,1654155645,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX062059,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI225-HE,SRP006733
SRR654681,WGS,316,3748904236,SAMN00622909,2479486255,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX071696,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI230-HE,SRP006733
SRR654682,WGS,316,4469002824,SAMN00668430,2898246310,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX083296,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-20T00:00:00Z,ZI271-HE,SRP006733
SRR654683,WGS,316,3235228540,SAMN00668428,2140885548,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX083294,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-20T00:00:00Z,ZI453-HE,SRP006733
SRR654684,WGS,316,2681548192,SAMN00727209,1753452274,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX098362,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI351-HE,SRP006733
SRR654685,WGS,316,3313290652,SAMN00727221,2174344894,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX098374,Illumina Genome Analyzer IIx,,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-09-23T00:00:00Z,ZI362-HE,SRP006733
