Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,run_center (run),run_machine_id (run),AssemblyName,source_of_DNA,read_mask (run)
SRR835039,WGS,250,8911901500,PRJNA36679,SAMN01057311,4222696601,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156002,Illumina Genome Analyzer IIx,IWG_DGRP.505-1_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,505,SRP000694,DGRP-505,,,GCA_000001215.1,whole individuals,
SRR835040,WGS,190,4022162820,PRJNA36679,SAMN00014031,2226469155,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021272,Illumina Genome Analyzer II,IWG_DGRP.508_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP508,SRP000694,DGRP-508,,,GCA_000001215.1,,
SRR835041,WGS,150,2857193400,PRJNA36679,SAMN00014032,1603533725,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021273,Illumina Genome Analyzer II,IWG_DGRP.509_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP509,SRP000694,DGRP-509,,,GCA_000001215.1,,
SRR835042,WGS,190,4050868590,PRJNA36679,SAMN00014033,2254516984,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021282,Illumina Genome Analyzer II,IWG_DGRP.513_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP513,SRP000694,DGRP-513,,,GCA_000001215.1,,
SRR835043,WGS,250,7212222250,PRJNA36679,SAMN01057312,3410360534,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155985,Illumina Genome Analyzer IIx,IWG_DGRP.528-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,528,SRP000694,DGRP-528,,,GCA_000001215.1,whole individuals,
SRR835044,WGS,250,4340761000,PRJNA36679,SAMN01057313,1988065386,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156031,Illumina Genome Analyzer IIx,IWG_DGRP.530-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,530,SRP000694,DGRP-530,,,GCA_000001215.1,whole individuals,
SRR835045,WGS,190,3948214440,PRJNA36679,SAMN00014034,2218081369,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021290,Illumina Genome Analyzer II,IWG_DGRP.531_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP531,SRP000694,DGRP-531,,,GCA_000001215.1,,
SRR835046,WGS,150,3017610150,PRJNA36679,SAMN00014035,1711780529,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021293,Illumina Genome Analyzer II,IWG_DGRP.535_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP535,SRP000694,DGRP-535,,,GCA_000001215.1,,
SRR835047,WGS,250,4403246000,PRJNA36679,SAMN01057314,2032137764,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156034,Illumina Genome Analyzer IIx,IWG_DGRP.551-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,551,SRP000694,DGRP-551,,,GCA_000001215.1,whole individuals,
SRR835048,WGS,250,4560257750,PRJNA36679,SAMN01057315,2026587302,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156032,Illumina Genome Analyzer IIx,IWG_DGRP.559-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,559,SRP000694,DGRP-559,,,GCA_000001215.1,whole individuals,
SRR835049,WGS,150,2546221350,PRJNA36679,SAMN00017372,1304109634,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023836,Illumina Genome Analyzer II,IWG_DGRP.563_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP563,SRP000694,DGRP-563,,,GCA_000001215.1,,
SRR835050,WGS,202,9030872580,PRJNA36679,SAMN01057316,4304347131,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156033,Illumina HiSeq 2000,IWG_IND-DGRP.566-2_1pB,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,566,SRP000694,DGRP-566,,,GCA_000001215.1,whole individuals,
SRR835051,WGS,150,2772930150,PRJNA36679,SAMN00014122,1478282924,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021418,Illumina Genome Analyzer II,IWG_DGRP.810B_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP810,SRP000694,DGRP-810,,,GCA_000001215.1,,
SRR835052,WGS,150,2903925300,PRJNA36679,SAMN00014123,1591569910,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021419,Illumina Genome Analyzer II,IWG_DGRP.812_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP812,SRP000694,DGRP-812,,,GCA_000001215.1,,
SRR835053,WGS,150,2814826200,PRJNA36679,SAMN00014176,1566342097,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021478,Illumina Genome Analyzer II,IWG_DGRP.818_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP818,SRP000694,DGRP-818,,,GCA_000001215.1,,
SRR835054,WGS,200,15074535800,PRJNA36679,SAMN01057322,6971861082,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156006,Illumina HiSeq 2000,IWG_DGRP.819_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,819,SRP000694,DGRP-819,,,GCA_000001215.1,whole individuals,
SRR835055,WGS,220,4518747640,PRJNA36679,SAMN00014173,2438137885,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021476,Illumina Genome Analyzer II,IWG_DGRP.822_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP822,SRP000694,DGRP-822,,,GCA_000001215.1,,
SRR835057,WGS,190,3208168810,PRJNA36679,SAMN00014175,1740889097,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021477,Illumina Genome Analyzer II,IWG_DGRP.832_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP832,SRP000694,DGRP-832,,,GCA_000001215.1,,
SRR835058,WGS,150,3080285250,PRJNA36679,SAMN00017024,1760966704,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023456,Illumina Genome Analyzer II,IWG_DGRP.83_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP83,SRP000694,DGRP-83,,,GCA_000001215.1,,
SRR835059,WGS,250,8582339250,PRJNA36679,SAMN01057324,4097087074,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156036,Illumina Genome Analyzer IIx,IWG_DGRP.843-1_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,843,SRP000694,DGRP-843,,,GCA_000001215.1,whole individuals,
SRR835060,WGS,250,7710897250,PRJNA36679,SAMN01057325,3455558078,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156035,Illumina Genome Analyzer IIx,IWG_DGRP.849-3_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,849,SRP000694,DGRP-849,,,GCA_000001215.1,whole individuals,
SRR835061,WGS,250,8712468750,PRJNA36679,SAMN01057326,4093581742,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155993,Illumina Genome Analyzer IIx,IWG_DGRP.850-3_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,850,SRP000694,DGRP-850,,,GCA_000001215.1,whole individuals,
SRR835062,WGS,220,4658298260,PRJNA36679,SAMN00014294,2552071599,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021563,Illumina Genome Analyzer II,IWG_DGRP.855_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP855,SRP000694,DGRP-855,,,GCA_000001215.1,,
SRR835063,WGS,220,4657427500,PRJNA36679,SAMN00014190,2462352782,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021492,Illumina Genome Analyzer II,IWG_DGRP.857_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP857,SRP000694,DGRP-857,,,GCA_000001215.1,,
SRR835064,WGS,150,2570900100,PRJNA36679,SAMN00014188,1398056221,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021490,Illumina Genome Analyzer II,IWG_DGRP.85-2_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP85,SRP000694,DGRP-85,,,GCA_000001215.1,,
SRR835065,WGS,150,3097149000,PRJNA36679,SAMN00014191,1790253576,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021493,Illumina Genome Analyzer II,IWG_DGRP.861_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP861,SRP000694,DGRP-861,,,GCA_000001215.1,,
SRR835066,WGS,150,3261389550,PRJNA36679,SAMN00014192,1829774711,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021494,Illumina Genome Analyzer II,IWG_DGRP.879_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP879,SRP000694,DGRP-879,,,GCA_000001215.1,,
SRR835067,WGS,150,3354167550,PRJNA36679,SAMN00014195,1849668870,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021496,Illumina Genome Analyzer II,IWG_DGRP.882_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP882,SRP000694,DGRP-882,,,GCA_000001215.1,,
SRR835068,WGS,150,3199358550,PRJNA36679,SAMN00014196,1824446307,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021498,Illumina Genome Analyzer II,IWG_DGRP.884_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP884,SRP000694,DGRP-884,,,GCA_000001215.1,,
SRR835069,WGS,190,4141594160,PRJNA36679,SAMN00014222,2346028410,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021527,Illumina Genome Analyzer II,IWG_DGRP.887_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP887,SRP000694,DGRP-887,,,GCA_000001215.1,,
SRR835070,WGS,150,2400974550,PRJNA36679,SAMN00014194,1338429002,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021495,Illumina Genome Analyzer II,IWG_DGRP.88_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP88,SRP000694,DGRP-88,,,GCA_000001215.1,,
SRR835071,WGS,150,3146602950,PRJNA36679,SAMN00014197,1820903877,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021499,Illumina Genome Analyzer II,IWG_DGRP.890_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP890,SRP000694,DGRP-890,,,GCA_000001215.1,,
SRR835072,WGS,190,4341711470,PRJNA36679,SAMN00017374,2311351980,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023838,Illumina Genome Analyzer II,IWG_DGRP.892_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP892,SRP000694,DGRP-892,,,GCA_000001215.1,,
SRR835073,WGS,190,3337210920,PRJNA36679,SAMN00014223,1743168053,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021528,Illumina Genome Analyzer II,IWG_DGRP.894_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP894,SRP000694,DGRP-894,,,GCA_000001215.1,,
SRR835074,WGS,190,3456580320,PRJNA36679,SAMN00014198,1743328180,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021500,Illumina Genome Analyzer II,IWG_DGRP.907_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP907,SRP000694,DGRP-907,,,GCA_000001215.1,,
SRR835075,WGS,190,3715595920,PRJNA36679,SAMN00014199,1884551368,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021501,Illumina Genome Analyzer II,IWG_DGRP.908_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP908,SRP000694,DGRP-908,,,GCA_000001215.1,,
SRR835076,WGS,190,3189314920,PRJNA36679,SAMN00014200,1738922663,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021502,Illumina Genome Analyzer II,IWG_DGRP.911_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP911,SRP000694,DGRP-911,,,GCA_000001215.1,,
SRR835077,WGS,250,8656286500,PRJNA36679,SAMN01057328,3942001607,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156024,Illumina Genome Analyzer IIx,IWG_DGRP.913-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,913,SRP000694,DGRP-913,,,GCA_000001215.1,whole individuals,
SRR835078,WGS,150,2490864750,PRJNA36679,SAMN00014201,1363800033,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021503,Illumina Genome Analyzer II,IWG_DGRP.91_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP91,SRP000694,DGRP-91,,,GCA_000001215.1,,
SRR835080,WGS,150,2634572400,PRJNA36679,SAMN00014202,1464672396,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021504,Illumina Genome Analyzer II,IWG_DGRP.93_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP93,SRP000694,DGRP-93,,,GCA_000001215.1,,
SRR835081,WGS,150,2736316200,PRJNA36679,SAMN00014042,1494575917,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021327,Illumina Genome Analyzer II,IWG_DGRP.59-2_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP59,SRP000694,DGRP-59,,,GCA_000001215.1,,
SRR835082,WGS,150,2566941150,PRJNA36679,SAMN00014045,1410688483,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021331,Illumina Genome Analyzer II,IWG_DGRP.642 _001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP642,SRP000694,DGRP-642,,,GCA_000001215.1,,
SRR835083,WGS,150,2426307300,PRJNA36679,SAMN00014046,1364667906,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021332,Illumina Genome Analyzer II,IWG_DGRP.646_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP646,SRP000694,DGRP-646,,,GCA_000001215.1,,
SRR835084,WGS,190,3130588580,PRJNA36679,SAMN00014203,1706327993,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021508,Illumina Genome Analyzer II,IWG_DGRP.703_001pB,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP703,SRP000694,DGRP-703,,,GCA_000001215.1,,
SRR835085,WGS,150,2367911700,PRJNA36679,SAMN00014106,1335260962,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021380,Illumina Genome Analyzer II,IWG_DGRP.716_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP716,SRP000694,DGRP-716,,,GCA_000001215.1,,
SRR835086,WGS,250,4079071000,PRJNA36679,SAMN01057320,1855461251,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156018,Illumina Genome Analyzer IIx,IWG_DGRP.634-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,634,SRP000694,DGRP-634,,,GCA_000001215.1,whole individuals,
SRR835087,WGS,220,4197791840,PRJNA36679,SAMN00014110,2247466809,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021384,Illumina Genome Analyzer II,IWG_DGRP.75_000pB,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP75,SRP000694,DGRP-75,,,GCA_000001215.1,,
SRR835088,WGS,150,3065043750,PRJNA36679,SAMN00014112,1755319765,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021386,Illumina Genome Analyzer II,IWG_DGRP.761_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP761,SRP000694,DGRP-761,,,GCA_000001215.1,,
SRR835089,WGS,150,2991823950,PRJNA36679,SAMN00014113,1685750791,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021387,Illumina Genome Analyzer II,IWG_DGRP.776_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP776,SRP000694,DGRP-776,,,GCA_000001215.1,,
SRR835090,WGS,150,2751932550,PRJNA36679,SAMN00017023,1514402908,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023455,Illumina Genome Analyzer II,IWG_DGRP.783_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP783,SRP000694,DGRP-783,,,GCA_000001215.1,,
SRR835091,WGS,150,2984656200,PRJNA36679,SAMN00014114,1661251180,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021388,Illumina Genome Analyzer II,IWG_DGRP.787_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP787,SRP000694,DGRP-787,,,GCA_000001215.1,,
SRR835092,WGS,190,3383962510,PRJNA36679,SAMN00014115,1826702695,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021389,Illumina Genome Analyzer II,IWG_DGRP.790_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP790,SRP000694,DGRP-790,,,GCA_000001215.1,,
SRR835093,WGS,150,2899650150,PRJNA36679,SAMN00014116,1621189159,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021390,Illumina Genome Analyzer II,IWG_DGRP.796_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP796,SRP000694,DGRP-796,,,GCA_000001215.1,,
SRR835094,WGS,150,2918310750,PRJNA36679,SAMN00014118,1630420441,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021399,Illumina Genome Analyzer II,IWG_DGRP.804_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP804,SRP000694,DGRP-804,,,GCA_000001215.1,,
SRR835095,WGS,150,3238657650,PRJNA36679,SAMN00014119,1808306238,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021400,Illumina Genome Analyzer II,IWG_DGRP.805_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP805,SRP000694,DGRP-805,,,GCA_000001215.1,,
SRR835096,WGS,202,7465419646,PRJNA36679,SAMN01057317,3624134551,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156004,Illumina HiSeq 2000,IWG_IND-DGRP.596-1_1pB,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,596,SRP000694,DGRP-596,,,GCA_000001215.1,whole individuals,
SRR835097,WGS,250,10287171000,PRJNA36679,SAMN01057318,5633566745,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155988,Illumina Genome Analyzer IIx,IWG_DGRP.627-2_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,627,SRP000694,DGRP-627,,,GCA_000001215.1,whole individuals,
SRR835098,WGS,250,4520364500,PRJNA36679,SAMN01057319,2092479882,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX156003,Illumina Genome Analyzer IIx,IWG_DGRP.630-1_1pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,630,SRP000694,DGRP-630,,,GCA_000001215.1,whole individuals,
SRR835099,WGS,150,2513523300,PRJNA36679,SAMN00014107,1445938373,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021381,Illumina Genome Analyzer II,IWG_DGRP.721_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP721,SRP000694,DGRP-721,,,GCA_000001215.1,,
SRR835100,WGS,150,2485072050,PRJNA36679,SAMN00017020,1328660812,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023450,Illumina Genome Analyzer II,IWG_DGRP.73-2_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP73,SRP000694,DGRP-73,,,GCA_000001215.1,,
SRR835101,WGS,150,2665207950,PRJNA36679,SAMN00014043,1461931756,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021328,Illumina Genome Analyzer II,IWG_DGRP.595_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP595,SRP000694,DGRP-595,,,GCA_000001215.1,,
SRR835103,WGS,189,2626346725,PRJNA36679,SAMN00017017,1478791789,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX023427,Illumina Genome Analyzer II,IWG_DGRP.374_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP374,SRP000694,DGRP-374,,,GCA_000001215.1,,
SRR835219,WGS,217,9754435900,PRJNA36679,SAMN00013468,5127438803,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX020746,Illumina Genome Analyzer II,IWG_DGRP.109_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP109,SRP000694,DGRP-109,,,GCA_000001215.1,,
SRR835221,WGS,222,11021917550,PRJNA36679,SAMN00013945,5917215852,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX021052,Illumina Genome Analyzer II,IWG_DGRP.229_001pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP229,SRP000694,DGRP-229,,,GCA_000001215.1,,
SRR835223,WGS,190,14036638228,PRJNA36679,SAMN00014227,7615149069,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX005978,Illumina Genome Analyzer,IWG_DGRP.DMEL.AB_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP301,SRP000694,DGRP-301,,,GCA_000001215.1,,
SRR835228,WGS,182,29486219138,PRJNA36679,SAMN00014228,16223562777,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX005986,Illumina Genome Analyzer,IWG_DGRP.DMEL.30_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP303,SRP000694,DGRP-303,,,GCA_000001215.1,,
SRR835236,WGS,186,26556659990,PRJNA36679,SAMN00014229,13841415040,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX005988,Illumina Genome Analyzer,IWG_DGRP.DMEL.AD_000pA,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-04-25T00:00:00Z,BCM-DGRP304,SRP000694,DGRP-304,,,GCA_000001215.1,,
