Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,quality_book_char (run)
SRR189386,WGS,152,4829518952,PRJNA30085,SAMN00260195,2947182928,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058350,Illumina Genome Analyzer IIx,RG28_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG28-HE,SRP005599,
SRR189387,WGS,152,5030784736,PRJNA30085,SAMN00260196,3002548350,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058351,Illumina Genome Analyzer IIx,RG3_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG3-HE,SRP005599,
SRR189388,WGS,152,5540884120,PRJNA30085,SAMN00260197,3306000092,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058352,Illumina Genome Analyzer IIx,RG32N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG32N-HE,SRP005599,
SRR189389,WGS,292,10809874164,PRJNA30085,SAMN00260198,7256890391,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058353,Illumina Genome Analyzer IIx,RG33_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG33-HE,SRP005599,
SRR189390,WGS,152,4047248672,PRJNA30085,SAMN00260199,2443374666,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058354,Illumina Genome Analyzer IIx,RG34_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG34-HE,SRP005599,
SRR189391,WGS,152,1894541224,PRJNA30085,SAMN00260200,1052298300,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058355,Illumina Genome Analyzer IIx,RG35_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG35-HE,SRP005599,
SRR189393,WGS,152,4144048808,PRJNA30085,SAMN00260201,2498839689,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058357,Illumina Genome Analyzer IIx,RG36_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG36-HE,SRP005599,
SRR189395,WGS,152,5790350776,PRJNA30085,SAMN00260203,3512803485,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058359,Illumina Genome Analyzer IIx,RG38N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG38N-HE,SRP005599,
SRR189398,WGS,152,3611690544,PRJNA30085,SAMN00260211,2135046384,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058367,Illumina Genome Analyzer IIx,RG5_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG5-HE,SRP005599,
SRR189400,WGS,152,4904639936,PRJNA30085,SAMN00260213,3011531360,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058369,Illumina Genome Analyzer IIx,RG7_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG7-HE,SRP005599,
SRR189407,WGS,152,4887981344,PRJNA30085,SAMN00260215,2970893496,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058371,Illumina Genome Analyzer IIx,RG9_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG9-HE,SRP005599,
SRR189408,WGS,152,4920633832,PRJNA30085,SAMN00260216,2944736314,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058372,Illumina Genome Analyzer IIx,ZS11_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZS11-HE,SRP005599,
SRR189409,WGS,152,5476756384,PRJNA30085,SAMN00260217,3438127627,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058373,Illumina Genome Analyzer IIx,ZS37_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZS37-HE,SRP005599,
SRR189411,WGS,152,4671607976,PRJNA30085,SAMN00260219,2811763543,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058375,Illumina Genome Analyzer IIx,ZS56_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZS56-HE,SRP005599,
SRR189412,WGS,152,5156297064,PRJNA30085,SAMN00260220,3141803965,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058376,Illumina Genome Analyzer IIx,UG19_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,UG19-HE,SRP005599,
SRR189414,WGS,152,4908145208,PRJNA30085,SAMN00260222,2942006877,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058378,Illumina Genome Analyzer IIx,NG3N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,NG3N-HE,SRP005599,
SRR189415,WGS,152,4884475616,PRJNA30085,SAMN00260224,2938079214,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058379,Illumina Genome Analyzer IIx,UG5N_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,UG5N-HE,SRP005599,
SRR189416,WGS,152,5051356264,PRJNA30085,SAMN00260225,3064026470,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058380,Illumina Genome Analyzer IIx,UG7_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,UG7-HE,SRP005599,
SRR189420,WGS,152,3543714928,PRJNA30085,SAMN00260230,2507155919,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058384,Illumina Genome Analyzer IIx,ZK131_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-04-26T00:00:00Z,ZK131,SRP005599,
SRR189421,WGS,152,3621799912,PRJNA30085,SAMN00260231,2487039751,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058385,Illumina Genome Analyzer IIx,ZK186_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZK186,SRP005599,
SRR189422,WGS,152,3544130648,PRJNA30085,SAMN00260232,2510733463,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058386,Illumina Genome Analyzer IIx,ZK84_1,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-04-26T00:00:00Z,ZK84,SRP005599,
SRR189423,WGS,152,5280470728,PRJNA30085,SAMN00260234,3148550994,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058387,Illumina Genome Analyzer IIx,ZI91_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZI91-HE,SRP005599,
SRR189424,WGS,152,5385686648,PRJNA30085,SAMN00260235,3254268828,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058388,Illumina Genome Analyzer IIx,ZI261_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZI261-HE,SRP005599,
SRR189425,WGS,152,5578064688,PRJNA30085,SAMN00260236,3383501114,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058389,Illumina Genome Analyzer IIx,ZI268_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZI268-HE,SRP005599,
SRR189426,WGS,152,5505761328,PRJNA30085,SAMN00260237,3332078069,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058390,Illumina Genome Analyzer IIx,ZI468_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,ZI468-HE,SRP005599,
SRR189767,WGS,152,1966676624,PRJNA30085,SAMN00216035,1378297535,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX043637,Illumina Genome Analyzer II,CO16-3_2,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,CO16-3,SRP005599,
SRR900425,WGS,152,5082614608,PRJNA30085,SAMN00260218,3059320524,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058374,Illumina Genome Analyzer IIx,ZS5_1-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2015-07-22T00:00:00Z,ZS5-HE,SRP005599,
SRR189378,WGS,152,2377631576,PRJNA30085,SAMN00260200,1357312597,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058342,Illumina Genome Analyzer IIx,RG35_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG35-HE,SRP005599,
SRR189392,WGS,152,2685822824,PRJNA30085,SAMN00260187,1532651653,UC-DPGP,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX058356,Illumina Genome Analyzer IIx,RG15_2-HE,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2011-07-27T00:00:00Z,RG15-HE,SRP005599,
