Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,strain,tissue
SRR3734191,WGS,190,2304988610,PRJNA327349,SAMN05330564,Model organism or animal,1541532658,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889959,Illumina HiSeq 2000,SD115N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD115N,female,SRP077652,SD115N,Whole organism
SRR3734192,WGS,190,2491577920,PRJNA327349,SAMN05330565,Model organism or animal,1630817205,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889960,Illumina HiSeq 2000,SD116N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD116N,female,SRP077652,SD116N,Whole organism
SRR3734193,WGS,190,2610243370,PRJNA327349,SAMN05330566,Model organism or animal,1699100724,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889961,Illumina HiSeq 2000,SD117N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD117N,female,SRP077652,SD117N,Whole organism
SRR3734194,WGS,190,2242482410,PRJNA327349,SAMN05330567,Model organism or animal,1433552455,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889962,Illumina HiSeq 2000,SD120N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD120N,female,SRP077652,SD120N,Whole organism
SRR3734195,WGS,190,2723219270,PRJNA327349,SAMN05330568,Model organism or animal,1750324915,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889963,Illumina HiSeq 2000,SD121N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD121N,female,SRP077652,SD121N,Whole organism
SRR3734196,WGS,190,1910462920,PRJNA327349,SAMN05330569,Model organism or animal,1261306711,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889964,Illumina HiSeq 2000,SD124N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD124N,female,SRP077652,SD124N,Whole organism
SRR3734197,WGS,190,2353435000,PRJNA327349,SAMN05330372,Model organism or animal,1710297238,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889965,Illumina HiSeq 2000,EF103N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF103N,female,SRP077652,EF103N,Whole organism
SRR3734198,WGS,190,2811169890,PRJNA327349,SAMN05330570,Model organism or animal,1859281036,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889966,Illumina HiSeq 2000,SD127N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD127N,female,SRP077652,SD127N,Whole organism
SRR3734199,WGS,190,1733195200,PRJNA327349,SAMN05330571,Model organism or animal,1115436859,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889967,Illumina HiSeq 2000,SD128N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD128N,female,SRP077652,SD128N,Whole organism
SRR3734200,WGS,190,2272305190,PRJNA327349,SAMN05330572,Model organism or animal,1605012365,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889968,Illumina HiSeq 2000,SD130N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD130N,female,SRP077652,SD130N,Whole organism
SRR3734201,WGS,190,4201530230,PRJNA327349,SAMN05330573,Model organism or animal,2921802382,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889969,Illumina HiSeq 2000,SD131N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD131N,female,SRP077652,SD131N,Whole organism
SRR3734202,WGS,190,3464089690,PRJNA327349,SAMN05330574,Model organism or animal,2435988042,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889970,Illumina HiSeq 2000,SD132N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD132N,female,SRP077652,SD132N,Whole organism
SRR3734203,WGS,190,2045084000,PRJNA327349,SAMN05330575,Model organism or animal,1334572236,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889971,Illumina HiSeq 2000,SD133N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD133N,female,SRP077652,SD133N,Whole organism
SRR3734204,WGS,190,2767987260,PRJNA327349,SAMN05330576,Model organism or animal,1819249777,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889972,Illumina HiSeq 2000,SD135N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD135N,female,SRP077652,SD135N,Whole organism
SRR3734205,WGS,190,2553692720,PRJNA327349,SAMN05330577,Model organism or animal,1726480430,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889973,Illumina HiSeq 2000,SD136N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD136N,female,SRP077652,SD136N,Whole organism
SRR3734206,WGS,190,2678468190,PRJNA327349,SAMN05330578,Model organism or animal,1949818339,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889974,Illumina HiSeq 2000,SD137N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD137N,female,SRP077652,SD137N,Whole organism
SRR3734207,WGS,190,2903066620,PRJNA327349,SAMN05330579,Model organism or animal,1950945435,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889975,Illumina HiSeq 2000,SD138N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD138N,female,SRP077652,SD138N,Whole organism
SRR3734208,WGS,190,4485585170,PRJNA327349,SAMN05330373,Model organism or animal,3076126273,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889976,Illumina HiSeq 2000,EF108N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF108N,female,SRP077652,EF108N,Whole organism
SRR3734209,WGS,190,1754058530,PRJNA327349,SAMN05330580,Model organism or animal,1159980411,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889977,Illumina HiSeq 2000,SD140N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD140N,female,SRP077652,SD140N,Whole organism
SRR3734210,WGS,190,2831943350,PRJNA327349,SAMN05330581,Model organism or animal,1868315877,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889978,Illumina HiSeq 2000,SD141N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD141N,female,SRP077652,SD141N,Whole organism
SRR3734211,WGS,190,2531596100,PRJNA327349,SAMN05330582,Model organism or animal,1646457305,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889979,Illumina HiSeq 2000,SD142N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD142N,female,SRP077652,SD142N,Whole organism
SRR3734212,WGS,190,2202944170,PRJNA327349,SAMN05330583,Model organism or animal,1548537720,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889980,Illumina HiSeq 2000,SD144N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD144N,female,SRP077652,SD144N,Whole organism
SRR3734213,WGS,190,5249463450,PRJNA327349,SAMN05330584,Model organism or animal,3707770865,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889981,Illumina HiSeq 2000,SD149N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD149N,female,SRP077652,SD149N,Whole organism
SRR3734214,WGS,190,2922206650,PRJNA327349,SAMN05330585,Model organism or animal,1991151017,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889982,Illumina HiSeq 2000,SD14N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD14N,female,SRP077652,SD14N,Whole organism
SRR3734215,WGS,190,2030701760,PRJNA327349,SAMN05330586,Model organism or animal,1305543977,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889983,Illumina HiSeq 2000,SD151N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD151N,female,SRP077652,SD151N,Whole organism
SRR3734216,WGS,190,2097058310,PRJNA327349,SAMN05330587,Model organism or animal,1429117534,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889984,Illumina HiSeq 2000,SD17N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD17N,female,SRP077652,SD17N,Whole organism
SRR3734217,WGS,190,2628616180,PRJNA327349,SAMN05330588,Model organism or animal,1739280829,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889985,Illumina HiSeq 2000,SD18N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD18N,female,SRP077652,SD18N,Whole organism
SRR3734218,WGS,190,1865951430,PRJNA327349,SAMN05330589,Model organism or animal,1268693597,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889986,Illumina HiSeq 2000,SD1N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD1N,female,SRP077652,SD1N,Whole organism
SRR3734219,WGS,202,5092090740,PRJNA327349,SAMN05330374,Model organism or animal,3425300140,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889987,Illumina HiSeq 2000,EF10N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF10N,female,SRP077652,EF10N,Whole organism
SRR3734220,WGS,190,2191233710,PRJNA327349,SAMN05330590,Model organism or animal,1497222789,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889988,Illumina HiSeq 2000,SD20N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD20N,female,SRP077652,SD20N,Whole organism
SRR3734221,WGS,190,2126937710,PRJNA327349,SAMN05330591,Model organism or animal,1446821811,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889989,Illumina HiSeq 2000,SD21N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD21N,female,SRP077652,SD21N,Whole organism
SRR3734222,WGS,190,3474798850,PRJNA327349,SAMN05330592,Model organism or animal,2502571421,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889990,Illumina HiSeq 2000,SD23N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD23N,female,SRP077652,SD23N,Whole organism
SRR3734223,WGS,190,2343286150,PRJNA327349,SAMN05330593,Model organism or animal,1541842042,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889991,Illumina HiSeq 2000,SD24N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD24N,female,SRP077652,SD24N,Whole organism
SRR3734224,WGS,190,3376371630,PRJNA327349,SAMN05330594,Model organism or animal,2308924279,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889992,Illumina HiSeq 2000,SD25N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD25N,female,SRP077652,SD25N,Whole organism
SRR3734225,WGS,190,2762071800,PRJNA327349,SAMN05330595,Model organism or animal,1748090346,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889993,Illumina HiSeq 2000,SD27N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-06T00:00:00Z,SD27N,female,SRP077652,SD27N,Whole organism
SRR3734226,WGS,190,1927643100,PRJNA327349,SAMN05330596,Model organism or animal,1306391260,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889994,Illumina HiSeq 2000,SD28N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD28N,female,SRP077652,SD28N,Whole organism
SRR3734227,WGS,190,2483069530,PRJNA327349,SAMN05330597,Model organism or animal,1623173966,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889995,Illumina HiSeq 2000,SD29N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD29N,female,SRP077652,SD29N,Whole organism
SRR3734228,WGS,190,1570092930,PRJNA327349,SAMN05330598,Model organism or animal,1070121492,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889996,Illumina HiSeq 2000,SD32N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD32N,female,SRP077652,SD32N,Whole organism
SRR3734229,WGS,190,2302005610,PRJNA327349,SAMN05330599,Model organism or animal,1556605167,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889997,Illumina HiSeq 2000,SD35N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD35N,female,SRP077652,SD35N,Whole organism
SRR3734230,WGS,190,3426143270,PRJNA327349,SAMN05330375,Model organism or animal,2507495815,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889998,Illumina HiSeq 2000,EF110N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF110N,female,SRP077652,EF110N,Whole organism
SRR3734231,WGS,190,1954720950,PRJNA327349,SAMN05330600,Model organism or animal,1273204777,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1889999,Illumina HiSeq 2000,SD37N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD37N,female,SRP077652,SD37N,Whole organism
SRR3734232,WGS,190,3082835120,PRJNA327349,SAMN05330601,Model organism or animal,2098391731,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890000,Illumina HiSeq 2000,SD38N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD38N,female,SRP077652,SD38N,Whole organism
SRR3734233,WGS,190,3118101020,PRJNA327349,SAMN05330602,Model organism or animal,2088859428,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890001,Illumina HiSeq 2000,SD39N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD39N,female,SRP077652,SD39N,Whole organism
SRR3734234,WGS,190,1584109800,PRJNA327349,SAMN05330603,Model organism or animal,1048556835,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890002,Illumina HiSeq 2000,SD3N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD3N,female,SRP077652,SD3N,Whole organism
SRR3734235,WGS,190,3981671540,PRJNA327349,SAMN05330604,Model organism or animal,2772152641,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890003,Illumina HiSeq 2000,SD42N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD42N,female,SRP077652,SD42N,Whole organism
SRR3734236,WGS,190,1960375920,PRJNA327349,SAMN05330605,Model organism or animal,1282299630,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890004,Illumina HiSeq 2000,SD43N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD43N,female,SRP077652,SD43N,Whole organism
SRR3734237,WGS,190,1722688010,PRJNA327349,SAMN05330606,Model organism or animal,1186265782,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890005,Illumina HiSeq 2000,SD44N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD44N,female,SRP077652,SD44N,Whole organism
SRR3734238,WGS,190,2289625400,PRJNA327349,SAMN05330607,Model organism or animal,1465319263,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890006,Illumina HiSeq 2000,SD47N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD47N,female,SRP077652,SD47N,Whole organism
SRR3734239,WGS,190,2215183400,PRJNA327349,SAMN05330608,Model organism or animal,1421060684,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890007,Illumina HiSeq 2000,SD48N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD48N,female,SRP077652,SD48N,Whole organism
SRR3734240,WGS,190,1854537750,PRJNA327349,SAMN05330609,Model organism or animal,1213783274,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890008,Illumina HiSeq 2000,SD49N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD49N,female,SRP077652,SD49N,Whole organism
SRR3734241,WGS,190,3673786040,PRJNA327349,SAMN05330376,Model organism or animal,2510918654,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890009,Illumina HiSeq 2000,EF112N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF112N,female,SRP077652,EF112N,Whole organism
SRR3734242,WGS,190,2504668920,PRJNA327349,SAMN05330610,Model organism or animal,1640699043,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890010,Illumina HiSeq 2000,SD51N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD51N,female,SRP077652,SD51N,Whole organism
SRR3734243,WGS,190,1740492150,PRJNA327349,SAMN05330611,Model organism or animal,1118334087,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890011,Illumina HiSeq 2000,SD53N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD53N,female,SRP077652,SD53N,Whole organism
SRR3734244,WGS,190,2076643000,PRJNA327349,SAMN05330612,Model organism or animal,1370769443,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890012,Illumina HiSeq 2000,SD54N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD54N,female,SRP077652,SD54N,Whole organism
SRR3734245,WGS,190,1817525370,PRJNA327349,SAMN05330613,Model organism or animal,1195975721,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890013,Illumina HiSeq 2000,SD55N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD55N,female,SRP077652,SD55N,Whole organism
SRR3734246,WGS,190,2307856280,PRJNA327349,SAMN05330614,Model organism or animal,1553613952,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890014,Illumina HiSeq 2000,SD56N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD56N,female,SRP077652,SD56N,Whole organism
SRR3734247,WGS,190,1434096060,PRJNA327349,SAMN05330615,Model organism or animal,963947998,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890015,Illumina HiSeq 2000,SD59N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD59N,female,SRP077652,SD59N,Whole organism
SRR3734248,WGS,190,2364357340,PRJNA327349,SAMN05330616,Model organism or animal,1609839024,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890016,Illumina HiSeq 2000,SD5N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD5N,female,SRP077652,SD5N,Whole organism
SRR3734249,WGS,190,1713259450,PRJNA327349,SAMN05330617,Model organism or animal,1135582618,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890017,Illumina HiSeq 2000,SD63N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD63N,female,SRP077652,SD63N,Whole organism
SRR3734250,WGS,190,1663798460,PRJNA327349,SAMN05330618,Model organism or animal,1070864661,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890018,Illumina HiSeq 2000,SD64N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD64N,female,SRP077652,SD64N,Whole organism
SRR3734251,WGS,190,3109740450,PRJNA327349,SAMN05330619,Model organism or animal,2239462280,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890019,Illumina HiSeq 2000,SD65N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD65N,female,SRP077652,SD65N,Whole organism
SRR3734252,WGS,190,1884774730,PRJNA327349,SAMN05330377,Model organism or animal,1289534869,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890020,Illumina HiSeq 2000,EF114N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,EF114N,female,SRP077652,EF114N,Whole organism
SRR3734253,WGS,190,1714189690,PRJNA327349,SAMN05330620,Model organism or animal,1078409740,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890021,Illumina HiSeq 2000,SD68N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD68N,female,SRP077652,SD68N,Whole organism
SRR3734254,WGS,190,2066185780,PRJNA327349,SAMN05330621,Model organism or animal,1349855526,UNIVERSITY OF WISCONSIN-MADISON,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX1890022,Illumina HiSeq 2000,SD71N,PAIRED,RANDOM,GENOMIC,Drosophila melanogaster,ILLUMINA,2016-07-05T00:00:00Z,SD71N,female,SRP077652,SD71N,Whole organism
