"Stock.ID" "region" "SRA.Accession" "Data.Group" "Population" "Country" "Locality" "Date.of.Collection" "Collector.s." "Latitude..negative.south." "Longitude..negative.west." "Elevation..m." "Haploid.Embryo.Genomes" "Inbred.or.Isofemale.Genomes" "Chromosome.Extraction.Genomes" "Data.Reference"
"FR252N" "europe" "SRR3734128" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR260N" "europe" "SRR3734131" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR261N" "europe" "SRR3734132" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR263N" "europe" "SRR3734133" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR269N" "europe" "SRR3734135" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR276N" "europe" "SRR3734137" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR284N" "europe" "SRR3734139" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR28N" "europe" "SRR3734142" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR293N" "europe" "SRR3734143" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR296N" "europe" "SRR3734144" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR299N" "europe" "SRR3734145" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR2N" "europe" "SRR3734146" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR302N" "europe" "SRR3734147" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR304N" "europe" "SRR3734148" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR313N" "europe" "SRR3734151" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR319N" "europe" "SRR3734153" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR320N" "europe" "SRR3734154" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR323N" "europe" "SRR3734155" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR340N" "europe" "SRR3734159" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR345N" "europe" "SRR3734160" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR348N" "europe" "SRR3734161" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR34N" "europe" "SRR3734162" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR360N" "europe" "SRR3734165" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR364N" "europe" "SRR3734166" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR370N" "europe" "SRR3734167" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR37N" "europe" "SRR3734168" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR48N" "europe" "SRR3734169" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR54N" "europe" "SRR3734170" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR59N" "europe" "SRR3734171" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR5N" "europe" "SRR3734172" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR60N" "europe" "SRR3734173" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR73N" "europe" "SRR3734176" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR89N" "europe" "SRR3734177" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR90N" "europe" "SRR3734178" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR91N" "europe" "SRR3734179" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"FR94N" "europe" "SRR3734180" "POOL" "FR" "France" "Lyon" "Jul-10" "J. Pool" 45.77 4.86 175 9 87 0 "Pool et al. 2012 PLoS Genetics; this study"
"EG40N" "europe" "SRX792675" "AGES" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG69N" "europe" "SRX793022" "AGES" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG73N" "europe" "SRX793046" "AGES" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG46N" "europe" "SRR3734065" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG48N" "europe" "SRR3734066" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG49N" "europe" "SRR3734067" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG50N" "europe" "SRR3734068" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG53N" "europe" "SRR3734069" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG54N" "europe" "SRR3734070" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG55N" "europe" "SRR3734071" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG58N" "europe" "SRR3734073" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG59N" "europe" "SRR3734074" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG65N" "europe" "SRR3734076" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG74N" "europe" "SRR3734079" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG75N" "europe" "SRR3734080" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG76N" "europe" "SRR3734081" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG12N" "europe" "SRR3734361" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG15N" "europe" "SRR3734363" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG16N" "europe" "SRR3734364" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG25N" "europe" "SRR3734365" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG26N" "europe" "SRR3734366" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG29N" "europe" "SRR3734369" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG33N" "europe" "SRR3734371" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG34N" "europe" "SRR3734372" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG35N" "europe" "SRR3734373" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG38N" "europe" "SRR3734375" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"EG44N" "europe" "SRR3734377" "POOL" "EG" "Egypt" "Cairo" "Jan-11" "R. Corbett-Detig" 30.1 31.32 25 0 32 0 "Lack et al. 2015; this study"
"SB16" "africa" "SRX799458" "AGES" "SB" "South Africa" "Barkly East" "Dec-11" "J. Pool" -30.97 27.59 1800 5 0 0 "Lack et al. 2015"
"SB26" "africa" "SRX799463" "AGES" "SB" "South Africa" "Barkly East" "Dec-11" "J. Pool" -30.97 27.59 1800 5 0 0 "Lack et al. 2015"
"SB31" "africa" "SRX799471" "AGES" "SB" "South Africa" "Barkly East" "Dec-11" "J. Pool" -30.97 27.59 1800 5 0 0 "Lack et al. 2015"
"SB51" "africa" "SRX799476" "AGES" "SB" "South Africa" "Barkly East" "Dec-11" "J. Pool" -30.97 27.59 1800 5 0 0 "Lack et al. 2015"
"SD145" "africa" "SRX799486" "AGES" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD45" "africa" "SRX799548" "AGES" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD67" "africa" "SRX799553" "AGES" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD82" "africa" "SRX799570" "AGES" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SE55" "africa" "SRX799658" "AGES" "SE" "South Africa" "Port Edward" "Dec-11" "J. Pool" -31.06 30.22 50 3 0 0 "Lack et al. 2015"
"SE63" "africa" "SRX799659" "AGES" "SE" "South Africa" "Port Edward" "Dec-11" "J. Pool" -31.06 30.22 50 3 0 0 "Lack et al. 2015"
"SF110" "africa" "SRX799660" "AGES" "SF" "South Africa" "Fouriesburg" "Dec-11" "J. Pool" -28.6 28.05 1800 5 0 0 "Lack et al. 2015"
"SF332" "africa" "SRX799661" "AGES" "SF" "South Africa" "Fouriesburg" "Dec-11" "J. Pool" -28.6 28.05 1800 5 0 0 "Lack et al. 2015"
"SF428" "africa" "SRX799663" "AGES" "SF" "South Africa" "Fouriesburg" "Dec-11" "J. Pool" -28.6 28.05 1800 5 0 0 "Lack et al. 2015"
"SF447" "africa" "SRX799664" "AGES" "SF" "South Africa" "Fouriesburg" "Dec-11" "J. Pool" -28.6 28.05 1800 5 0 0 "Lack et al. 2015"
"SF7" "africa" "SRX799665" "AGES" "SF" "South Africa" "Fouriesburg" "Dec-11" "J. Pool" -28.6 28.05 1800 5 0 0 "Lack et al. 2015"
"SP221" "africa" "SRX058288" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP241" "africa" "SRX058290" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP80" "africa" "SRX058292" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP254" "africa" "SRX058291" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP173" "africa" "SRX058286" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP235" "africa" "SRX058289" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP188" "africa" "SRX058287" "DPGP2" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SD101N" "africa" "SRR3734181" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD106N" "africa" "SRR3734184" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD108N" "africa" "SRR3734185" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD109N" "africa" "SRR3734187" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD110N" "africa" "SRR3734188" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD113N" "africa" "SRR3734189" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD114N" "africa" "SRR3734190" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD115N" "africa" "SRR3734191" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD116N" "africa" "SRR3734192" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD117N" "africa" "SRR3734193" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD120N" "africa" "SRR3734194" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD121N" "africa" "SRR3734195" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD124N" "africa" "SRR3734196" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD127N" "africa" "SRR3734198" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD128N" "africa" "SRR3734199" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD130N" "africa" "SRR3734200" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD131N" "africa" "SRR3734201" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD132N" "africa" "SRR3734202" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD133N" "africa" "SRR3734203" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD135N" "africa" "SRR3734204" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD137N" "africa" "SRR3734206" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD138N" "africa" "SRR3734207" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD140N" "africa" "SRR3734209" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD141N" "africa" "SRR3734210" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD142N" "africa" "SRR3734211" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD144N" "africa" "SRR3734212" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD149N" "africa" "SRR3734213" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD151N" "africa" "SRR3734215" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD18N" "africa" "SRR3734217" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD1N" "africa" "SRR3734218" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD20N" "africa" "SRR3734220" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD21N" "africa" "SRR3734221" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD23N" "africa" "SRR3734222" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD24N" "africa" "SRR3734223" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD25N" "africa" "SRR3734224" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD27N" "africa" "SRR3734225" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD28N" "africa" "SRR3734226" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD29N" "africa" "SRR3734227" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD32N" "africa" "SRR3734228" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD35N" "africa" "SRR3734229" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD37N" "africa" "SRR3734231" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD38N" "africa" "SRR3734232" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD39N" "africa" "SRR3734233" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD3N" "africa" "SRR3734234" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD43N" "africa" "SRR3734236" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD44N" "africa" "SRR3734237" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD48N" "africa" "SRR3734239" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD49N" "africa" "SRR3734240" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD51N" "africa" "SRR3734242" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD54N" "africa" "SRR3734244" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD55N" "africa" "SRR3734245" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD59N" "africa" "SRR3734247" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD5N" "africa" "SRR3734248" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD64N" "africa" "SRR3734250" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD65N" "africa" "SRR3734251" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD71N" "africa" "SRR3734254" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD73N" "africa" "SRR3734256" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD77N" "africa" "SRR3734257" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD78N" "africa" "SRR3734258" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD88N" "africa" "SRR3734260" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD8N" "africa" "SRR3734261" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD90N" "africa" "SRR3734262" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD92N" "africa" "SRR3734265" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SD94N" "africa" "SRR3734266" "POOL" "SD" "South Africa" "Dullstroom" "Dec-11" "J. Pool" -25.42 30.1 2000 5 76 0 "Lack et al. 2015; this study"
"SP103N" "africa" "SRR3734267" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP107N" "africa" "SRR3734268" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP115N" "africa" "SRR3734269" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP127N" "africa" "SRR3734270" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
"SP133N" "africa" "SRR3734271" "POOL" "SP" "South Africa" "Phalaborwa" "Jul-10" "R. Corbett-Detig" -23.94 31.14 350 7 30 0 "Pool et al. 2012 PLoS Genetics; this study"
